ticket_id,ticket_text,issue_type,urgency_level,product,clean_text
393,"Can you tell me more about the RoboChef Blender warranty? Also, is it available in white? Delivery expected by 19 May.",General Inquiry,High,RoboChef Blender,can you tell me more about robochef blender warranty also available white delivery expect 19 may
394,Facing installation issue with UltraClean Vacuum. Setup fails at step 2.,Installation Issue,High,UltraClean Vacuum,fac installation issue ultraclean vacuum setup fail step 2
395,"Facing installation issue with Vision LED TV. Setup fails at step 6. Also, I contacted support on 31 March but got no response.",Installation Issue,Medium,Vision LED TV,fac installation issue vision led tv setup fail step 6 also i contact support 31 march but got no response
396,Payment issue for my . I was charged twice for order #66880.,Billing Problem,High,SoundWave 300,pay issue my i charg twice order 66880
397, is lost. It stopped working after just 3 days.,Product Defect,Medium,PhotoSnap Cam,lost stopp work after just 3 day
398,RoboChef Blender is wrong item. It stopped working after just 1 days.,Product Defect,High,RoboChef Blender,robochef blender wrong item stopp work after just 1 day
399,Order #28904 placed on 03 May still not here.,Late Delivery,Medium,SmartWatch V2,order 28904 plac 03 may still here
400,Facing installation issue with SoundWave 300. Setup fails at step 6.,Installation Issue,Medium,SoundWave 300,fac installation issue soundwave 300 setup fail step 6
401,Vision LED TV is cracked. It stopped working after just 1 days.,Product Defect,,Vision LED TV,vision led tv crack stopp work after just 1 day
402,Payment issue for my SoundWave 300. I was overbilled for order #25839. Delivery expected by 07 April.,Billing Problem,Low,SoundWave 300,pay issue my soundwave 300 i overbill order 25839 delivery expect 07 april
403,"Received wrong product, order mixed up.",Wrong Item,Low,ProTab X1,receiv wrong product order mix up
404,Order #17946 fr PhotoSnap Cam is 16 days late. Ordered on 14 April.,Late Delivery,High,PhotoSnap Cam,order 17946 fr photosnap cam 16 day late order 14 april
405,Payment issue for my EcoBreeze AC. I was debited incorrectly for order #86372.,Billing Problem,High,EcoBreeze AC,pay issue my ecobreeze ac i debit incorrect order 86372
406,"Can you tell me more about the  warranty? Also, is it available in black?",General Inquiry,Low,PowerMax Battery,can you tell me more about warranty also available black
407,"Can you tell me more about the FitRun Treadmill warranty? Also, is it available in white?",General Inquiry,Low,FitRun Treadmill,can you tell me more about fitrun treadmill warranty also available white
408,I ordered  but got SmartWatch V2 instead. My order number is #31482.,Wrong Item,Low,SmartWatch V2,i order but got smartwatch v2 instead my order number 31482
409,,Billing Problem,Medium,EcoBreeze AC,nan
410,"Can you tell me more about teh FitRun Treadmill warranty? Also, is it available in white? Also, I contacted support on 01 May but got no response.",General Inquiry,High,FitRun Treadmill,can you tell me more about teh fitrun treadmill warranty also available white also i contact support 01 may but got no response
411,Can't log in to my account. Keeps showing error. Help! Delivery expected by 30 March.,Account Access,Medium,SoundWave 300,cant log my account keep show error help delivery expect 30 march
412,I ordered  but got FitRun Treadmill instead. My order number is #58478.,Wrong Item,Low,PowerMax Battery,i order but got fitrun treadmill instead my order number 58478
413,Can't log in to my account. Keeps showing unknown issue. Help!,Account Access,High,PowerMax Battery,cant log my account keep show unknown issue help
414,Payment issue for my FitRun Treadmill. I was debited incorrectly for order #47086.,Billing Problem,,FitRun Treadmill,pay issue my fitrun treadmill i debit incorrect order 47086
415,Facing installation issue with Vision LED TV. Setup fails at step 1.,Installation Issue,Low,Vision LED TV,fac installation issue vision led tv setup fail step 1
416,"Facing installation issue with PhotoSnap Cam. Setup fails at step 3. Also, I contacted support on 31 March but got no response.",Installation Issue,Low,PhotoSnap Cam,fac installation issue photosnap cam setup fail step 3 also i contact support 31 march but got no response
417,Facing installation issue with Vision LED TV. Setup fails at step 4.,Installation Issue,Low,Vision LED TV,fac installation issue vision led tv setup fail step 4
418,Order #69448 for  is 2 days late. Ordered on 17 April.,Late Delivery,High,SoundWave 300,order 69448 2 day late order 17 april
419,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,Medium,FitRun Treadmill,cant log my account keep show captcha fail help
420,I ordered  but got ProTab X1 instead. My order number is #74984. Delivery expected by 11 March.,Wrong Item,Medium,PhotoSnap Cam,i order but got protab x1 instead my order number 74984 delivery expect 11 march
421,Payment issue for my ProTab X1. I was overbilled for order #70251.,Billing Problem,Medium,ProTab X1,pay issue my protab x1 i overbill order 70251
422,"Is this item in stock? Also, I contacted support on 25 March but got no response.",General Inquiry,High,Vision LED TV,item stock also i contact support 25 march but got no response
423,,,High,EcoBreeze AC,nan
424,Payment issue for my ProTab X1. I was underbilled for order #63800.,Billing Problem,High,ProTab X1,pay issue my protab x1 i underbill order 63800
425,"Payment issue for my Vision LED TV. I was underbilled for order #65500. Also, I contacted support on 09 April but got no response.",Billing Problem,High,Vision LED TV,pay issue my vision led tv i underbill order 65500 also i contact support 09 april but got no response
426,Both my  and PhotoSnap Cam are stuck. Both giving issues. Delivery expected by 04 April.,Product Defect,High,EcoBreeze AC,both my photosnap cam stuck both giv issu delivery expect 04 april
427,Facing installation issue with SmartWatch V2. Setup fails at step 1.,Installation Issue,Low,SmartWatch V2,fac installation issue smartwatch v2 setup fail step 1
428,Payment issue for my UltraClean Vacuum. I was debited incorrectly for order #15205.,Billing Problem,Medium,UltraClean Vacuum,pay issue my ultraclean vacuum i debit incorrect order 15205
429,"I ordered  but got Vision LED TV instead. My order number is #94780. Also, I contacted support on 03 May but got no response.",,High,RoboChef Blender,i order but got vision led tv instead my order number 94780 also i contact support 03 may but got no response
430,"Can you tell me more about teh SmartWatch V2 warranty? Also, is it available in black?",General Inquiry,Medium,SmartWatch V2,can you tell me more about teh smartwatch v2 warranty also available black
431,Facing installation issue with PowerMax Battery. Setup fails at step 2.,Installation Issue,,PowerMax Battery,fac installation issue powermax battery setup fail step 2
432,Can't log in to my account. Keeps showing error. Help! Delivery expected by 22 March.,Account Access,Low,SoundWave 300,cant log my account keep show error help delivery expect 22 march
433,I ordered FitRun Treadmill but got ProTab X1 instead. My order number is #82022.,Wrong Item,High,FitRun Treadmill,i order fitrun treadmill but got protab x1 instead my order number 82022
434,RoboChef Blender is stuck. It stopped working after just 8 days.,Product Defect,Medium,RoboChef Blender,robochef blender stuck stopp work after just 8 day
435,Account problem. Assistance needed.,Account Access,High,RoboChef Blender,account problem assistance need
436,I ordered PhotoSnap Cam but got RoboChef Blender instead. My order number is #60642.,Wrong Item,High,PhotoSnap Cam,i order photosnap cam but got robochef blender instead my order number 60642
437,Can't log in to my account. Keeps showing reset required. Help!,Account Access,High,UltraClean Vacuum,cant log my account keep show reset requir help
438,Order #17325 for  is 4 days late. Ordered on 29 April.,Late Delivery,Medium,SmartWatch V2,order 17325 4 day late order 29 april
439,"Payment issue fr mi Vision LED TV. I was charged twice fr order #72740. Also, I contacted support on 29 March but got no response.",Billing Problem,Low,Vision LED TV,pay issue fr mi vision led tv i charg twice fr order 72740 also i contact support 29 march but got no response
440,"I ordered PowerMax Battery but got PhotoSnap Cam instead. My order number is #86223. Also, I contacted support on 04 March but got no response.",,High,PowerMax Battery,i order powermax battery but got photosnap cam instead my order number 86223 also i contact support 04 march but got no response
441,Order #81531 for RoboChef Blender is 3 days late. Ordered on 10 May.,Late Delivery,Medium,RoboChef Blender,order 81531 robochef blender 3 day late order 10 may
442,"I ordered Vision LED TV but got ProTab X1 instead. My order number is #74519. Also, I contacted support on 28 March but got no response.",Wrong Item,Low,Vision LED TV,i order vision led tv but got protab x1 instead my order number 74519 also i contact support 28 march but got no response
443,"Can you tell me more about teh  warranty? Also, is it available in red?",General Inquiry,Low,PowerMax Battery,can you tell me more about teh warranty also available red
444,I ordered  but got FitRun Treadmill instead. My order number is #78628.,Wrong Item,Medium,Vision LED TV,i order but got fitrun treadmill instead my order number 78628
445,I ordered PowerMax Battery but got Vision LED TV instead. My order number is #26037.,Wrong Item,Medium,PowerMax Battery,i order powermax battery but got vision led tv instead my order number 26037
446,Facing installation issue with PowerMax Battery. Setup fails at step 4.,Installation Issue,Medium,PowerMax Battery,fac installation issue powermax battery setup fail step 4
447,I ordered UltraClean Vacuum but got FitRun Treadmill instead. My order number is #10191. Delivery expected by 07 May.,Wrong Item,High,UltraClean Vacuum,i order ultraclean vacuum but got fitrun treadmill instead my order number 10191 delivery expect 07 may
448,Facing installation issue with . Setup fails at step 4.,Installation Issue,Low,PowerMax Battery,fac installation issue setup fail step 4
449,Can't log in to my account. Keeps showing error. Help!,,High,PowerMax Battery,cant log my account keep show error help
450,Order #90934 placed on 29 April still not here.,Late Delivery,Medium,RoboChef Blender,order 90934 plac 29 april still here
451,"Can you tell me more about the SmartWatch V2 warranty? Also, is it available in white?",General Inquiry,,SmartWatch V2,can you tell me more about smartwatch v2 warranty also available white
452,Facing installation issue with Vision LED TV. Setup fails at step 6.,Installation Issue,Medium,Vision LED TV,fac installation issue vision led tv setup fail step 6
453,,Installation Issue,,SmartWatch V2,nan
454,Vision LED TV is missing. It stopped working after just 6 days.,Product Defect,Medium,Vision LED TV,vision led tv miss stopp work after just 6 day
455,SmartWatch V2 is not received. It stopped working after just 12 days.,Product Defect,Low,SmartWatch V2,smartwatch v2 receiv stopp work after just 12 day
456,Facing installation issue with PowerMax Battery. Setup fails at step 4.,Installation Issue,Medium,PowerMax Battery,fac installation issue powermax battery setup fail step 4
457,,General Inquiry,Low,UltraClean Vacuum,nan
458,Can't log in to my account. Keeps showing blocked. Help! Delivery expected by 08 March.,Account Access,Medium,UltraClean Vacuum,cant log my account keep show block help delivery expect 08 march
459,,Late Delivery,Low,PhotoSnap Cam,nan
460,Facing installation issue with PhotoSnap Cam. Setup fails at step 2.,Installation Issue,High,PhotoSnap Cam,fac installation issue photosnap cam setup fail step 2
461,PhotoSnap Cam is not working. It stopped working after just 11 days.,Product Defect,Medium,PhotoSnap Cam,photosnap cam work stopp work after just 11 day
462,Product info needed.,General Inquiry,Low,UltraClean Vacuum,product info need
463,"Can you tell me more about the EcoBreeze AC warranty? Also, is it available in white? Also, I contacted support on 18 May but got no response.",General Inquiry,Medium,EcoBreeze AC,can you tell me more about ecobreeze ac warranty also available white also i contact support 18 may but got no response
464,Can't log in to mi account. Keeps showing captcha failed. Help!,Account Access,Low,SoundWave 300,cant log mi account keep show captcha fail help
465,"SoundWave 300 is broken. It stopped working after just 5 days. Also, I contacted support on 18 April but got no response.",Product Defect,High,SoundWave 300,soundwave 300 broken stopp work after just 5 day also i contact support 18 april but got no response
466,Product info needed. Delivery expected by 23 April.,General Inquiry,High,FitRun Treadmill,product info need delivery expect 23 april
467,Order #43089 for Vision LED TV is 17 days late. Ordered on 16 May.,,Medium,Vision LED TV,order 43089 vision led tv 17 day late order 16 may
468,Order #29186 fr PowerMax Battery is 4 days late. Ordered on 23 April.,Late Delivery,Medium,PowerMax Battery,order 29186 fr powermax battery 4 day late order 23 april
469,"ProTab X1 is not received. It stopped working after just 6 days. Also, I contacted support on 23 March but got no response.",Product Defect,Low,ProTab X1,protab x1 receiv stopp work after just 6 day also i contact support 23 march but got no response
470,"Payment issue for my UltraClean Vacuum. I was overbilled for order #88996. Also, I contacted support on 15 May but got no response.",Billing Problem,,UltraClean Vacuum,pay issue my ultraclean vacuum i overbill order 88996 also i contact support 15 may but got no response
471,Want to know more about warranty.,General Inquiry,Low,UltraClean Vacuum,want know more about warranty
472,Facing installation issue with RoboChef Blender. Setup fails at step 1.,Installation Issue,Low,RoboChef Blender,fac installation issue robochef blender setup fail step 1
473,ProTab X1 is glitchy. It stopped working after just 4 days.,Product Defect,Low,ProTab X1,protab x1 glitchy stopp work after just 4 day
474,"Can you tell me more about the  warranty? Also, is it available in red? Also, I contacted support on 29 March but got no response. Delivery expected by 29 March.",General Inquiry,High,PowerMax Battery,can you tell me more about warranty also available red also i contact support 29 march but got no response delivery expect 29 march
475,"Payment issue for my . I was underbilled for order #99130. Also, I contacted support on 20 April but got no response.",Billing Problem,High,EcoBreeze AC,pay issue my i underbill order 99130 also i contact support 20 april but got no response
476,Order #49096 for SmartWatch V2 is 1 days late. Ordered on 12 May.,Late Delivery,High,SmartWatch V2,order 49096 smartwatch v2 1 day late order 12 may
477,Order #38602 for SoundWave 300 is 16 days late. Ordered on 09 March.,Late Delivery,Medium,SoundWave 300,order 38602 soundwave 300 16 day late order 09 march
478,Payment issue for my . I was overbilled for order #32281.,Billing Problem,Low,UltraClean Vacuum,pay issue my i overbill order 32281
479,Can't log in to mi account. Keeps showing error. Help!,,Medium,PowerMax Battery,cant log mi account keep show error help
480,Facing installation issue with PowerMax Battery. Setup fails at step 3.,Installation Issue,,PowerMax Battery,fac installation issue powermax battery setup fail step 3
481,Facing installation issue with Vision LED TV. Setup fails at step 1.,Installation Issue,High,Vision LED TV,fac installation issue vision led tv setup fail step 1
482,"Both my  and SoundWave 300 are lost. Both giving issues. Also, I contacted support on 11 May but got no response.",Product Defect,Low,SoundWave 300,both my soundwave 300 lost both giv issu also i contact support 11 may but got no response
483,"Facing installation issue with ProTab X1. Setup fails at step 5. Also, I contacted support on 28 March but got no response.",Installation Issue,High,ProTab X1,fac installation issue protab x1 setup fail step 5 also i contact support 28 march but got no response
484,Can't log in to my account. Keeps showing error. Help!,Account Access,Medium,PowerMax Battery,cant log my account keep show error help
485,,Billing Problem,Low,UltraClean Vacuum,nan
486,Facing installation issue with RoboChef Blender. Setup fails at step 1.,Installation Issue,Low,RoboChef Blender,fac installation issue robochef blender setup fail step 1
487,"Payment issue for my ProTab X1. I was overbilled for order #61880. Also, I contacted support on 11 April but got no response.",Billing Problem,Medium,ProTab X1,pay issue my protab x1 i overbill order 61880 also i contact support 11 april but got no response
488,,Installation Issue,High,RoboChef Blender,nan
489,Both my SmartWatch V2 and ProTab X1 are not received. Both giving issues.,Product Defect,High,SmartWatch V2,both my smartwatch v2 protab x1 receiv both giv issu
490,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,High,ProTab X1,cant log my account keep show captcha fail help
491, is not received. It stopped working after just 12 days.,Product Defect,High,UltraClean Vacuum,receiv stopp work after just 12 day
492,Login not working.,,Medium,RoboChef Blender,login work
493,Product info needed.,General Inquiry,Low,SoundWave 300,product info need
494,Vision LED TV is no response. It stopped working after just 8 days.,Product Defect,High,Vision LED TV,vision led tv no response stopp work after just 8 day
495,"Can you tell me more about the UltraClean Vacuum warranty? Also, is it available in black? Also, I contacted support on 19 March but got no response.",General Inquiry,High,UltraClean Vacuum,can you tell me more about ultraclean vacuum warranty also available black also i contact support 19 march but got no response
496,Payment issue for my SoundWave 300. I was not refunded for order #49262.,Billing Problem,,SoundWave 300,pay issue my soundwave 300 i refund order 49262
497,Order #47713 for UltraClean Vacuum is 6 days late. Ordered on 27 April.,Late Delivery,High,UltraClean Vacuum,order 47713 ultraclean vacuum 6 day late order 27 april
498,Can't log in to my account. Keeps showing blocked. Help! Delivery expected by 16 May.,Account Access,Medium,ProTab X1,cant log my account keep show block help delivery expect 16 may
499,Can't log in to my account. Keeps showing unknown issue. Help!,Account Access,Medium,UltraClean Vacuum,cant log my account keep show unknown issue help
500,I ordered  but got FitRun Treadmill instead. My order number is #34023.,Wrong Item,Medium,Vision LED TV,i order but got fitrun treadmill instead my order number 34023
501,Can't log in to my account. Keeps showing unknown issue. Help!,Account Access,High,ProTab X1,cant log my account keep show unknown issue help
502,Can't access mi account.,Account Access,Low,PhotoSnap Cam,cant acces mi account
503,"Can you tell me more about the  warranty? Also, is it available in black?",General Inquiry,High,PhotoSnap Cam,can you tell me more about warranty also available black
504,"Received wrong product, order mixed up.",Wrong Item,Medium,SmartWatch V2,receiv wrong product order mix up
505,Order #93543 placed on 16 March still not here.,Late Delivery,High,FitRun Treadmill,order 93543 plac 16 march still here
506,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,High,PowerMax Battery,cant log my account keep show captcha fail help
507,Facing installation issue with ProTab X1. Setup fails at step 5.,Installation Issue,High,ProTab X1,fac installation issue protab x1 setup fail step 5
508,Product info needed.,General Inquiry,High,PowerMax Battery,product info need
509,Facing installation issue wit UltraClean Vacuum. Setup fails at step 2.,Installation Issue,High,UltraClean Vacuum,fac installation issue wit ultraclean vacuum setup fail step 2
510,Payment issue fr mi . I was charged twice fr order #35452.,Billing Problem,Low,Vision LED TV,pay issue fr mi i charg twice fr order 35452
511,,Wrong Item,High,SoundWave 300,nan
512,I ordered SoundWave 300 but got RoboChef Blender instead. My order number is #98840.,Wrong Item,Medium,SoundWave 300,i order soundwave 300 but got robochef blender instead my order number 98840
513,Both my ProTab X1 and PowerMax Battery are lost. Both giving issues.,Product Defect,High,ProTab X1,both my protab x1 powermax battery lost both giv issu
514,I ordered ProTab X1 but got PhotoSnap Cam instead. My order number is #85967.,Wrong Item,Low,ProTab X1,i order protab x1 but got photosnap cam instead my order number 85967
515,Can't log in to my account. Keeps showing unknown issue. Help!,Account Access,Low,FitRun Treadmill,cant log my account keep show unknown issue help
516,"Payment issue for my SoundWave 300. I was charged twice for order #52260. Also, I contacted support on 09 May but got no response.",Billing Problem,Low,SoundWave 300,pay issue my soundwave 300 i charg twice order 52260 also i contact support 09 may but got no response
517,FitRun Treadmill is not working. It stopped working after just 6 days.,Product Defect,Low,FitRun Treadmill,fitrun treadmill work stopp work after just 6 day
518,Order #52552 placed on 14 March still not here. Delivery expected by 14 March.,Late Delivery,Medium,PhotoSnap Cam,order 52552 plac 14 march still here delivery expect 14 march
519,"Can you tell me more about the  warranty? Also, is it available in red?",,Medium,UltraClean Vacuum,can you tell me more about warranty also available red
520,I ordered FitRun Treadmill but got PhotoSnap Cam instead. My order number is #67065. Delivery expected by 20 April.,Wrong Item,High,FitRun Treadmill,i order fitrun treadmill but got photosnap cam instead my order number 67065 delivery expect 20 april
521,"Can you tell me more about the SmartWatch V2 warranty? Also, is it available in black?",General Inquiry,Medium,SmartWatch V2,can you tell me more about smartwatch v2 warranty also available black
522,Can't log in to my account. Keeps showing error. Help!,Account Access,Low,SoundWave 300,cant log my account keep show error help
523,FitRun Treadmill is stuck. It stopped working after just 10 days.,Product Defect,High,FitRun Treadmill,fitrun treadmill stuck stopp work after just 10 day
524,,General Inquiry,Medium,PowerMax Battery,nan
525,"I ordered UltraClean Vacuum but got PowerMax Battery instead. My order number is #31724. Also, I contacted support on 15 May but got no response. Delivery expected by 15 May.",Wrong Item,High,UltraClean Vacuum,i order ultraclean vacuum but got powermax battery instead my order number 31724 also i contact support 15 may but got no response delivery expect 15 may
526,"Can you tell me more about the PhotoSnap Cam warranty? Also, is it available in red?",General Inquiry,High,PhotoSnap Cam,can you tell me more about photosnap cam warranty also available red
527, is stuck. It stopped working after just 6 days.,Product Defect,Medium,PhotoSnap Cam,stuck stopp work after just 6 day
528,Payment issue for my ProTab X1. I was charged twice for order #79550.,Billing Problem,Low,ProTab X1,pay issue my protab x1 i charg twice order 79550
529,ProTab X1 is missing. It stopped working after just 2 days.,Product Defect,High,ProTab X1,protab x1 miss stopp work after just 2 day
530,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,,FitRun Treadmill,cant log my account keep show captcha fail help
531,Not able to install my product.,Installation Issue,Medium,EcoBreeze AC,able install my product
532,Facing installation issue wit . Setup fails at step 6.,Installation Issue,High,Vision LED TV,fac installation issue wit setup fail step 6
533,Payment issue for my FitRun Treadmill. I was not refunded for order #87628.,Billing Problem,High,FitRun Treadmill,pay issue my fitrun treadmill i refund order 87628
534,"Can you tell me more about the SmartWatch V2 warranty? Also, is it available in red?",General Inquiry,High,SmartWatch V2,can you tell me more about smartwatch v2 warranty also available red
535,Facing installation issue with EcoBreeze AC. Setup fails at step 6. Delivery expected by 05 March.,Installation Issue,Low,EcoBreeze AC,fac installation issue ecobreeze ac setup fail step 6 delivery expect 05 march
536,RoboChef Blender is not received. It stopped working after just 8 days.,Product Defect,Low,RoboChef Blender,robochef blender receiv stopp work after just 8 day
537,"Can you tell me more about the  warranty? Also, is it available in red?",,Medium,Vision LED TV,can you tell me more about warranty also available red
538,Payment issue for my PhotoSnap Cam. I was charged twice for order #81690.,Billing Problem,Medium,PhotoSnap Cam,pay issue my photosnap cam i charg twice order 81690
539,I ordered RoboChef Blender but got PhotoSnap Cam instead. My order number is #39514.,Wrong Item,Low,RoboChef Blender,i order robochef blender but got photosnap cam instead my order number 39514
540,"SoundWave 300 is stuck. It stopped working after just 4 days. Also, I contacted support on 01 April but got no response. Delivery expected by 01 April.",Product Defect,High,SoundWave 300,soundwave 300 stuck stopp work after just 4 day also i contact support 01 april but got no response delivery expect 01 april
541,Order #18704 for  is 5 days late. Ordered on 02 May.,Late Delivery,High,PhotoSnap Cam,order 18704 5 day late order 02 may
542,Both mi SoundWave 300 and RoboChef Blender are broken. Both giving issues.,Product Defect,High,SoundWave 300,both mi soundwave 300 robochef blender broken both giv issu
543,Facing installation issue with ProTab X1. Setup fails at step 3.,Installation Issue,High,ProTab X1,fac installation issue protab x1 setup fail step 3
544,Order #75682 for FitRun Treadmill is 14 days late. Ordered on 06 March.,Late Delivery,Medium,FitRun Treadmill,order 75682 fitrun treadmill 14 day late order 06 march
545,"Can't log in to mi account. Keeps showing blocked. Help! Also, I contacted support on 12 April but got no response.",Account Access,Low,Vision LED TV,cant log mi account keep show block help also i contact support 12 april but got no response
546,"Login not working. Also, I contacted support on 23 April but got no response.",Account Access,Medium,PhotoSnap Cam,login work also i contact support 23 april but got no response
547,Login not working.,,High,FitRun Treadmill,login work
548,I ordered SoundWave 300 but got FitRun Treadmill instead. My order number is #64523.,Wrong Item,,SoundWave 300,i order soundwave 300 but got fitrun treadmill instead my order number 64523
549,"Both my FitRun Treadmill and RoboChef Blender are lost. Both giving issues. Also, I contacted support on 21 March but got no response.",Product Defect,Medium,FitRun Treadmill,both my fitrun treadmill robochef blender lost both giv issu also i contact support 21 march but got no response
550,"Both my PhotoSnap Cam and SoundWave 300 are late. Both giving issues. Also, I contacted support on 19 April but got no response.",,High,PhotoSnap Cam,both my photosnap cam soundwave 300 late both giv issu also i contact support 19 april but got no response
551,Facing installation issue wit . Setup fails at step 1.,Installation Issue,High,ProTab X1,fac installation issue wit setup fail step 1
552,Product info needed.,General Inquiry,High,Vision LED TV,product info need
553,"Can you tell me more about the  warranty? Also, is it available in blue?",General Inquiry,Low,RoboChef Blender,can you tell me more about warranty also available blue
554,"Can't log in to my account. Keeps showing captcha failed. Help! Also, I contacted support on 14 March but got no response.",Account Access,Low,ProTab X1,cant log my account keep show captcha fail help also i contact support 14 march but got no response
555,I ordered  but got Vision LED TV instead. My order number is #53713.,Wrong Item,Low,SoundWave 300,i order but got vision led tv instead my order number 53713
556,Facing installation issue with . Setup fails at step 5.,Installation Issue,Medium,EcoBreeze AC,fac installation issue setup fail step 5
557,Want to know more about warranty.,General Inquiry,High,RoboChef Blender,want know more about warranty
558,,Billing Problem,Low,ProTab X1,nan
559,I ordered  but got PowerMax Battery instead. My order number is #79728.,Wrong Item,High,RoboChef Blender,i order but got powermax battery instead my order number 79728
560,"Received wrong product, order mixed up.",Wrong Item,High,ProTab X1,receiv wrong product order mix up
561,"Can you tell me more about the EcoBreeze AC warranty? Also, is it available in black?",General Inquiry,High,EcoBreeze AC,can you tell me more about ecobreeze ac warranty also available black
562,Order #69180 placed on 30 April still not here.,Late Delivery,High,EcoBreeze AC,order 69180 plac 30 april still here
563,Can't log in to my account. Keeps showing blocked. Help!,Account Access,Medium,EcoBreeze AC,cant log my account keep show block help
564,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,Medium,FitRun Treadmill,cant log my account keep show captcha fail help
565,Payment issue for my . I was charged twice for order #65495.,Billing Problem,Medium,RoboChef Blender,pay issue my i charg twice order 65495
566,Order #13273 fr SmartWatch V2 is 5 days late. Ordered on 09 April.,Late Delivery,Medium,SmartWatch V2,order 13273 fr smartwatch v2 5 day late order 09 april
567,"Login not working. Also, I contacted support on 02 May but got no response.",Account Access,Low,SoundWave 300,login work also i contact support 02 may but got no response
568, is missing. It stopped working after just 11 days.,,Medium,Vision LED TV,miss stopp work after just 11 day
569, is wrong item. It stopped working after just 4 days.,Product Defect,Medium,Vision LED TV,wrong item stopp work after just 4 day
570,I ordered ProTab X1 but got ProTab X1 instead. My order number is #50088.,Wrong Item,Low,ProTab X1,i order protab x1 but got protab x1 instead my order number 50088
571,Facing installation issue with SmartWatch V2. Setup fails at step 1.,Installation Issue,High,SmartWatch V2,fac installation issue smartwatch v2 setup fail step 1
572,"I ordered ProTab X1 but got SmartWatch V2 instead. My order number is #44044. Also, I contacted support on 15 April but got no response.",Wrong Item,High,ProTab X1,i order protab x1 but got smartwatch v2 instead my order number 44044 also i contact support 15 april but got no response
573,"Can you tell me more about the RoboChef Blender warranty? Also, is it available in blue?",General Inquiry,Medium,RoboChef Blender,can you tell me more about robochef blender warranty also available blue
574,"Facing installation issue with SoundWave 300. Setup fails at step 3. Also, I contacted support on 02 March but got no response.",Installation Issue,High,SoundWave 300,fac installation issue soundwave 300 setup fail step 3 also i contact support 02 march but got no response
575,I ordered  but got UltraClean Vacuum instead. My order number is #51296.,Wrong Item,High,FitRun Treadmill,i order but got ultraclean vacuum instead my order number 51296
576,Order #51854 fr RoboChef Blender is 8 days late. Ordered on 10 March.,Late Delivery,Low,RoboChef Blender,order 51854 fr robochef blender 8 day late order 10 march
577,,Wrong Item,Medium,RoboChef Blender,nan
578,"Can you tell me more about teh  warranty? Also, is it available in white? Also, I contacted support on 14 April but got no response.",General Inquiry,Medium,SmartWatch V2,can you tell me more about teh warranty also available white also i contact support 14 april but got no response
579,"Payment issue for my . I was overbilled for order #26196. Also, I contacted support on 02 May but got no response.",Billing Problem,High,UltraClean Vacuum,pay issue my i overbill order 26196 also i contact support 02 may but got no response
580,Facing installation issue with RoboChef Blender. Setup fails at step 3.,Installation Issue,Low,RoboChef Blender,fac installation issue robochef blender setup fail step 3
581, is error. It stopped working after just 4 days.,Product Defect,Low,PhotoSnap Cam,error stopp work after just 4 day
582,"Can you tell me more about the  warranty? Also, is it available in red?",General Inquiry,Low,EcoBreeze AC,can you tell me more about warranty also available red
583,"Payment issue for my . I was not refunded for order #18300. Also, I contacted support on 09 April but got no response.",Billing Problem,High,SmartWatch V2,pay issue my i refund order 18300 also i contact support 09 april but got no response
584,I ordered ProTab X1 but got FitRun Treadmill instead. My order number is #60022.,Wrong Item,,ProTab X1,i order protab x1 but got fitrun treadmill instead my order number 60022
585,Can't log in to my account. Keeps showing reset required. Help!,Account Access,Medium,UltraClean Vacuum,cant log my account keep show reset requir help
586,"Facing installation issue with PhotoSnap Cam. Setup fails at step 4. Also, I contacted support on 24 April but got no response.",Installation Issue,Medium,PhotoSnap Cam,fac installation issue photosnap cam setup fail step 4 also i contact support 24 april but got no response
587,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,Medium,UltraClean Vacuum,cant log my account keep show captcha fail help
588,Payment issue for my ProTab X1. I was charged twice for order #14766.,Billing Problem,Medium,ProTab X1,pay issue my protab x1 i charg twice order 14766
589,"Can you tell me more about the PhotoSnap Cam warranty? Also, is it available in red? Delivery expected by 02 May.",General Inquiry,Medium,PhotoSnap Cam,can you tell me more about photosnap cam warranty also available red delivery expect 02 may
590,Account problem. Assistance needed.,Account Access,High,PowerMax Battery,account problem assistance need
591,Payment issue fr mi SoundWave 300. I was charged twice fr order #95164.,Billing Problem,Low,SoundWave 300,pay issue fr mi soundwave 300 i charg twice fr order 95164
592,Order #42651 for PowerMax Battery is 10 days late. Ordered on 30 March.,Late Delivery,High,PowerMax Battery,order 42651 powermax battery 10 day late order 30 march
593,Facing installation issue with UltraClean Vacuum. Setup fails at step 1.,Installation Issue,Medium,UltraClean Vacuum,fac installation issue ultraclean vacuum setup fail step 1
594,Can't log in to mi account. Keeps showing unknown issue. Help!,Account Access,Low,PhotoSnap Cam,cant log mi account keep show unknown issue help
595,"Can you tell me more about the FitRun Treadmill warranty? Also, is it available in black?",General Inquiry,Low,FitRun Treadmill,can you tell me more about fitrun treadmill warranty also available black
